weekofyear,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,reanalysis_relative_humidity_percent,reanalysis_specific_humidity_g_per_kg,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases
32,,0.06433333,0.1644429,0.1388571,79.65,17.95,28.2,7.55714285714,33.3,23.3,11.4,23
33,,0.1280333,0.2069571,0.1682429,84.1785714286,18.5157142857,28.0428571429,6.68571428571,32.8,22.8,44.7,13
34,0.1902333,0.1688,0.1676571,0.1722857,80.9471428571,18.1742857143,28.3428571429,7.01428571429,33.3,23.3,5.4,21
35,0.2529,0.33075,0.2641714,0.2843143,83.3485714286,18.5157142857,28.6571428571,6.52857142857,32.2,24.4,13.7,28
36,0.2354,0.200025,0.2838167,0.2304429,77.1728571429,17.56,28.3285714286,7.61428571429,32.8,23.3,14.2,24
37,0.1279667,0.4371,0.1234,0.1482833,81.5514285714,18.7771428571,28.6857142857,8.05714285714,33.9,24.4,25.9,20
38,0.19635,0.1824333,0.2548286,0.3056857,81.6371428571,17.8928571429,28.2428571429,8.11428571429,32.8,23.9,3.3,40
39,0.1161,0.2609,0.1994429,0.2442167,77.0485714286,17.4685714286,28.3428571429,7.72857142857,32.8,24.4,15.8,27
40,0.22855,0.18975,0.2124857,0.2011857,78.52,18.18,28.7714285714,8.02857142857,33.3,23.9,11.7,42
41,0.17115,0.06755,0.1794667,0.1577167,84.11,18.5128571429,28.6285714286,7.31428571429,33.3,24.4,57.7,33
42,,0.0702,0.1816167,0.16575,85.6214285714,18.1157142857,27.6285714286,7.4,32.8,23.3,61.8,43
43,0.1462,0.08975,0.1288286,0.1239286,85.5028571429,17.75,26.7714285714,7.62857142857,32.2,21.7,91.5,37
44,0.25225,0.1834333,0.318,0.2959,82.7871428571,18.0342857143,27.9714285714,8.64285714286,33.3,22.8,6.3,57
45,0.1526,0.181775,0.1783286,0.1866286,81.7157142857,18.0742857143,28.4714285714,8.42857142857,33.3,23.9,6.6,71
46,0.2908,0.2246,0.1803857,0.2348857,75.7285714286,17.0857142857,27.5428571429,8.6,32.8,22.2,38.9,44
47,0.2722,0.33035,0.1316333,0.1253833,78.1514285714,16.7528571429,26.8,7.41428571429,31.7,22.2,9.6,56
48,0.1367667,0.216525,0.1767857,0.1415857,81.3857142857,16.2085714286,26.2,7.12857142857,31.1,20.6,26.7,53
49,0.1098,0.0886,0.2667833,0.2517,79.9085714286,16.1614285714,25.9857142857,5.54285714286,29.4,22.2,69.0,52
50,0.12135,0.26166,0.1913857,0.2099857,68.7228571429,13.6157142857,24.6857142857,7.77142857143,29.4,19.4,2.8,47
51,0.2931333,0.2668667,0.2608571,0.3027286,80.0828571429,15.9542857143,25.7142857143,6.58571428571,30.6,21.1,19.8,26
52,0.3025,0.2772333,0.1712667,0.1616222,69.6814285714,13.6828571429,25.1571428571,5.84285714286,28.9,21.1,20.9,27
1,0.1465,0.1404667,0.1515,0.1673143,72.9385714286,13.5114285714,24.3857142857,7.45714285714,29.4,18.9,5.3,21
2,,0.1004667,0.2519,0.1376167,76.6285714286,14.6714285714,24.9142857143,6.31428571429,28.3,21.1,31.7,21
3,,0.2935667,0.2599429,0.2179,78.5,14.7985714286,25.2428571429,6.57142857143,29.4,21.1,16.5,26
4,0.3313,0.3093333,0.2210286,0.2027571,71.5971428571,13.8785714286,24.7142857143,7.77142857143,29.4,18.3,6.8,34
5,0.0917,0.246425,0.2438571,0.1956,71.7842857143,14.0442857143,24.8285714286,8.15714285714,30.0,18.9,5.9,37
6,0.3801,0.2285667,0.2550429,0.2258,75.7942857143,14.5414285714,25.0571428571,6.88571428571,30.0,20.6,7.3,17
7,0.0712,0.2211,0.2762429,0.2673429,78.8957142857,14.46,25.1428571429,8.87142857143,32.2,18.9,5.6,19
8,,0.2094,0.1084333,0.1194,79.74,15.0357142857,25.8428571429,8.47142857143,32.2,20.0,17.8,25
9,0.1702,0.2086,0.13752,0.1914333,77.9771428571,14.7942857143,25.2571428571,7.2,30.6,20.0,30.7,18
10,0.21075,0.2641,0.2476857,0.2163571,77.3157142857,14.92,26.0142857143,8.31428571429,31.1,20.6,10.9,21
11,,,0.21325,0.2405429,78.1385714286,14.7871428571,25.9285714286,8.97142857143,31.7,20.6,3.6,17
12,0.1279,0.1784,0.1470143,0.1593,77.8828571429,14.7457142857,26.0857142857,6.97142857143,32.2,21.1,5.7,17
13,0.28035,0.223575,0.2478833,0.2473857,80.0014285714,15.1485714286,26.0571428571,6.58571428571,32.2,22.2,26.9,16
14,0.1691,0.216825,0.2605143,0.2219714,75.6628571429,13.9914285714,25.2428571429,6.81428571429,28.9,20.6,4.1,16
15,0.1765,0.2763,0.1845333,0.1773667,79.6285714286,14.9928571429,25.3,6.51428571429,28.9,21.1,18.8,15
16,0.0774,0.1024,0.16355,0.2061667,73.3514285714,13.7328571429,25.5142857143,6.27142857143,29.4,21.1,19.4,23
17,,0.18845,0.1883143,0.2249429,78.4471428571,15.4614285714,26.5285714286,8.01428571429,32.8,21.7,3.5,16
18,0.2091667,0.160575,0.1761714,0.1761714,79.36,16.3142857143,27.3142857143,7.71428571429,32.2,22.8,2.8,17
19,0.11595,0.180175,0.1063857,0.1111857,79.5414285714,16.1857142857,26.9285714286,6.92857142857,31.7,22.8,40.2,12
20,,0.10455,0.15115,0.0964,80.0671428571,15.9742857143,26.5285714286,6.58571428571,30.6,22.8,32.8,17
21,0.0669,0.1335667,0.09711667,0.1356,81.3014285714,16.5014285714,27.3857142857,6.7,31.7,22.8,3.6,10
22,0.1401,0.1594667,0.2143167,0.2571,81.0885714286,16.6457142857,27.9428571429,7.01428571429,33.3,23.3,5.6,15
23,0.08585,0.087,0.1196,0.1659286,76.0742857143,16.3242857143,28.0714285714,7.5,33.3,23.3,20.6,19
24,0.1091,0.1564667,0.1734286,0.1739714,77.0357142857,16.8828571429,28.2285714286,7.97142857143,33.9,23.9,9.4,21
25,0.0596,0.09235,0.1301286,0.1306429,81.4214285714,17.7042857143,28.9285714286,7.14285714286,33.9,25.0,3.3,14
26,0.07965,0.122,0.1851143,0.1582429,82.7457142857,17.6285714286,27.9142857143,7.4,32.8,22.8,12.4,18
27,,0.1779333,0.2015286,0.1981571,81.6942857143,17.3528571429,28.3714285714,6.6,32.8,23.9,24.7,13
28,0.0969,,0.13805,0.1679167,77.8771428571,17.1514285714,28.4142857143,6.67142857143,32.8,24.4,4.6,14
29,,0.07733333,0.09982857,0.1166429,78.2414285714,17.4728571429,28.8,6.91428571429,33.9,23.9,12.2,18
30,0.0801,0.00805,0.1380333,0.1290667,81.4828571429,17.7342857143,28.0,5.88571428571,32.8,24.4,43.1,23
31,,,0.1906429,0.1593286,81.8971428571,17.8785714286,28.5714285714,6.34285714286,33.3,25.0,18.0,25
32,0.07315,0.1124,0.1925857,0.2093571,81.96,17.8957142857,28.5,6.51428571429,32.8,24.4,12.5,62
33,0.0593,,0.1551,0.1567,79.1971428571,17.9114285714,29.4285714286,5.47142857143,33.3,25.6,3.3,60
34,0.0569,0.09814,0.1285143,0.1437286,80.2557142857,18.0114285714,29.2714285714,7.51428571429,34.4,24.4,1.5,76
35,0.0693,0.05705,0.22504,0.1864,81.5942857143,18.0914285714,28.1571428571,7.0,32.2,23.9,10.7,66
36,0.10805,0.091675,0.1398,0.1624143,82.31,18.2628571429,28.9428571429,7.54285714286,34.4,24.4,27.2,64
37,0.10475,0.1598333,0.11208,0.1446429,78.6271428571,17.8957142857,28.9714285714,7.7,33.9,23.3,61.0,68
38,0.1098,0.1527333,0.1685714,0.1688714,80.8771428571,18.4,28.9142857143,6.8,33.3,24.4,7.9,89
39,0.1676,0.1489,0.1714286,0.2181429,81.4242857143,18.0442857143,28.1428571429,6.68571428571,32.8,24.4,31.8,92
40,0.1291,0.16672,0.177,0.1955571,82.4857142857,17.85,27.7428571429,6.91428571429,32.8,23.3,26.5,140
41,0.093,0.093,0.1450833,0.1681667,80.5157142857,17.3442857143,27.6571428571,6.61428571429,31.7,22.8,8.3,116
42,0.0137,0.12886,0.1090429,0.1070286,79.3828571429,17.4314285714,28.5428571429,7.62857142857,33.9,24.4,21.3,142
43,0.1944,0.1186,0.1808143,0.1998714,76.7771428571,16.85,27.8285714286,7.08571428571,32.8,23.3,3.5,129
44,0.094,0.09665,0.1255667,0.1213167,78.9871428571,17.3757142857,28.1142857143,7.25714285714,32.8,24.4,4.8,140
45,0.0544,0.05475,0.1121333,0.1193857,81.0585714286,16.9671428571,27.1857142857,6.75714285714,32.2,22.8,41.4,140
46,0.0954,0.1114,0.1949429,0.1980571,83.5142857143,17.0614285714,26.6571428571,6.74285714286,31.1,22.2,28.2,127
47,0.00825,0.028425,0.1387429,0.1796429,75.5485714286,15.46,26.3142857143,6.81428571429,30.0,22.2,9.4,129
48,0.08786667,0.1519,0.1796286,0.1661857,81.4857142857,16.3228571429,26.2714285714,6.58571428571,30.0,22.2,76.2,169
49,0.0802,0.14025,0.1336286,0.1344571,80.2757142857,16.34,26.7285714286,6.05714285714,30.6,23.3,19.6,141
50,-0.02665,0.2128,0.2224143,0.2289429,78.6214285714,15.8842857143,25.6142857143,5.85714285714,29.4,21.7,34.2,108
51,,0.04613333,0.1144,0.04045714,72.8614285714,14.3357142857,25.0,6.15714285714,28.9,20.6,6.1,78
52,0.12355,0.1237,0.1379333,0.1297556,76.1271428571,13.6357142857,24.3571428571,6.18571428571,28.3,19.4,13.7,70
1,0.1251,0.1578667,0.1852833,0.1813667,,,,,,,,81
2,0.1008333,0.073575,0.1387143,0.1127857,81.3,15.8785714286,25.6571428571,7.5,30.6,20.6,58.2,104
3,0.2224,0.2299,0.1984571,0.1994143,84.1171428571,15.8328571429,25.4714285714,6.17142857143,31.1,21.7,32.3,90
4,0.1225333,0.13105,0.1888429,0.1688714,78.2914285714,14.4828571429,24.8571428571,7.44285714286,30.6,20.0,1.3,85
5,,0.0483,0.1736714,0.1919286,75.22,14.1857142857,24.8,6.58571428571,28.9,20.0,9.2,55
6,0.1016,0.0846,0.1117167,0.1879571,77.0585714286,14.1228571429,24.7142857143,7.35714285714,30.6,20.0,3.0,53
7,,0.1305,0.1957429,0.1788571,82.8757142857,16.06,26.0285714286,6.57142857143,32.2,20.0,1.3,65
8,,0.1844667,0.1946143,0.2030571,77.2957142857,15.0128571429,25.7571428571,7.38571428571,33.9,21.7,8.9,33
9,0.10705,0.0815,0.1652429,0.1630571,76.0371428571,14.3814285714,25.2857142857,6.17142857143,29.4,21.7,16.0,38
10,,0.18218,0.1910857,0.1928571,76.8785714286,14.7014285714,25.6571428571,7.81428571429,31.1,20.6,2.9,59
11,0.08685,0.09015,0.128,0.1551,78.0571428571,14.9442857143,25.7857142857,7.75714285714,31.7,21.7,5.9,40
12,0.05305,0.08405,0.1417714,0.1345143,77.5057142857,15.1357142857,26.1,7.85714285714,31.1,21.7,4.8,37
13,,,0.1348429,0.1068,80.2385714286,14.9685714286,26.2,5.71428571429,32.2,22.2,2.3,29
14,0.09995,0.07765,0.1930667,0.1769,78.0671428571,15.2642857143,26.2285714286,7.52857142857,31.1,21.7,24.1,30
15,0.1039,0.1315,0.1224714,0.1243857,76.3757142857,15.6128571429,26.9857142857,7.84285714286,32.8,21.7,0.0,30
16,0.07515,0.09743333,0.1590286,0.1729857,84.1842857143,16.3242857143,26.8142857143,5.88571428571,31.7,22.8,24.5,28
17,0.0922,0.1137,0.1514143,0.1548286,78.4257142857,15.4528571429,26.6714285714,7.24285714286,31.7,22.2,4.6,23
18,0.0125,0.0635,0.07031429,0.08944286,74.9328571429,14.9,27.3714285714,6.5,33.9,23.3,1.6,24
19,0.10875,0.2169,0.1823286,0.2073571,78.48,15.75,26.7857142857,6.91428571429,33.9,22.2,32.0,29
20,0.101875,-0.0088,0.1420667,0.1259,78.3814285714,15.6871428571,27.4428571429,5.95714285714,31.1,22.8,8.1,26
21,0.1024,0.0686,0.06238333,0.0574,85.6471428571,17.2328571429,27.8571428571,6.77142857143,32.8,23.3,22.1,23
22,0.1215,,0.2191571,0.2130143,87.3014285714,17.8328571429,27.4285714286,5.95714285714,31.7,23.9,80.2,20
23,0.12165,0.13995,0.1100857,0.1022286,85.8271428571,17.9957142857,27.5,6.91428571429,31.7,22.8,103.9,19
24,0.08395,0.0856,0.1023714,0.1117714,84.87,17.57,28.2,6.87142857143,32.8,24.4,102.4,20
25,0.10445,0.15315,0.1811571,0.1920857,84.2485714286,17.4414285714,28.2857142857,6.74285714286,32.8,24.4,29.8,26
26,0.1302,0.1302,0.13938,0.11475,82.7771428571,17.8071428571,28.4857142857,7.02857142857,32.8,23.9,5.4,29
27,0.1194,0.1439,0.1693286,0.1684714,79.3342857143,17.6671428571,29.2285714286,6.64285714286,33.3,25.6,3.1,31
28,,0.192,0.1468571,0.1530714,78.4971428571,17.5685714286,28.7285714286,6.61428571429,32.8,24.4,1.8,28
29,0.112,0.1255,0.14214,0.1825333,80.15,17.43,27.6285714286,6.04285714286,31.7,23.9,45.2,26
30,-0.1396,0.05918,0.1371286,0.1288714,81.9842857143,17.2485714286,27.5571428571,6.85714285714,31.7,23.3,41.0,32
31,0.0539,0.1261333,0.1337714,0.1499143,82.3457142857,17.1142857143,27.9714285714,6.92857142857,32.2,22.8,14.2,35
32,0.152675,0.173275,0.1500429,0.1450571,80.7842857143,17.5471428571,28.0714285714,6.1,31.7,23.3,16.6,33
33,0.16395,0.12665,0.2150571,0.2192714,82.75,17.4157142857,27.6714285714,7.55714285714,31.7,22.8,41.9,30
34,0.1146,0.1368,0.1855857,0.1925714,82.3171428571,17.6014285714,28.2142857143,6.92857142857,33.9,24.4,42.7,52
35,0.0875,0.0817,0.1799429,0.2217571,78.8642857143,17.4585714286,28.2714285714,6.82857142857,32.2,23.9,3.1,59
36,,0.2175,0.1240143,0.1256571,79.2042857143,17.5642857143,28.7285714286,7.48571428571,34.4,24.4,6.5,67
37,0.123975,0.1768,0.2357429,0.2148286,79.93,17.3528571429,28.0285714286,6.54285714286,32.2,23.9,23.6,65
38,0.0519,0.07226667,0.1775714,0.1588143,79.5257142857,17.5414285714,28.1428571429,7.08571428571,32.8,23.9,28.9,74
39,0.1435,0.1435,0.1984,0.2122714,83.7,17.7514285714,27.5571428571,7.24285714286,32.8,23.3,60.9,70
40,0.1972,0.12715,0.1581333,0.09435,81.2971428571,17.6042857143,27.9714285714,7.22857142857,33.3,23.3,22.6,61
41,0.137225,0.10745,0.1771857,0.1911,79.7371428571,17.8971428571,28.8857142857,7.8,35.0,23.9,0.0,53
42,0.3371,0.1979,0.1945857,0.1832286,77.8342857143,17.3085714286,29.1571428571,7.11428571429,33.3,25.0,8.0,76
43,-0.0156,0.0312,0.1042167,0.1129833,77.8757142857,17.0442857143,28.6571428571,7.45714285714,32.8,23.9,11.9,61
44,0.1242,0.1254,0.1156,0.1124286,78.91,17.2471428571,28.6714285714,7.28571428571,33.3,23.9,18.6,57
45,0.0866,0.1209667,0.2244429,0.2498571,81.0528571429,17.73,28.3857142857,7.7,33.3,22.2,14.2,44
46,0.118,0.1422,0.08945,0.0668,79.0128571429,16.4814285714,27.5428571429,6.84285714286,31.7,22.8,161.0,34
47,0.0764,0.05613333,0.1343714,0.06401429,80.2557142857,16.0671428571,26.6857142857,7.0,31.1,22.2,26.1,47
48,0.0971,0.1026333,0.1617143,0.1198286,85.5871428571,17.5285714286,27.4,6.77142857143,32.8,23.3,46.3,60
49,0.1083,0.074125,0.1750667,0.15275,82.6485714286,16.6785714286,26.6285714286,7.24285714286,31.1,22.2,62.6,60
50,0.0547,0.1099,0.1981571,0.2159667,78.3114285714,16.0242857143,26.9142857143,7.18571428571,31.1,22.2,9.4,53
51,,0.066425,0.1923429,0.1941286,76.6614285714,15.2514285714,26.6857142857,8.38571428571,32.2,21.7,47.5,36
52,-0.01008,0.06821667,0.0869,0.0733125,76.7571428571,14.3242857143,25.9142857143,6.48571428571,29.4,21.7,5.5,31
53,,,,,,,,,,,,30
1,0.02835,0.04366667,0.07865714,0.04645714,81.8785714286,15.52,25.8714285714,6.5,30.6,21.7,28.0,32
2,0.03006667,0.03785,0.1318857,0.1092,77.1442857143,14.4671428571,24.5,7.04285714286,28.3,20.6,23.5,28
3,,0.11345,0.2260571,0.2200286,76.9842857143,14.49,24.8571428571,7.12857142857,30.0,20.0,6.6,33
4,0.06613333,0.05705,0.1303667,0.1473833,77.8628571429,14.3071428571,24.4,6.1,28.9,20.0,15.2,33
5,0.047425,0.02253333,0.09238571,0.09468571,80.61,15.4528571429,26.6714285714,7.64285714286,31.7,19.4,9.4,35
6,0.2738,0.0558,0.2020857,0.2047857,79.8257142857,14.3857142857,25.4285714286,6.74285714286,30.0,20.6,2.1,22
7,0.1108667,0.173375,0.2375143,0.2274143,76.5328571429,14.7528571429,26.2714285714,8.1,31.7,20.6,2.8,13
8,,0.1339,0.2699286,0.2615857,76.2171428571,13.8271428571,25.7,7.3,32.2,20.6,5.5,13
9,0.1744667,0.1338,0.1584833,0.1399167,73.2257142857,13.4942857143,25.5714285714,8.15714285714,30.0,21.1,2.3,21
10,0.09403333,0.214,0.2035714,0.2538286,70.6457142857,12.5828571429,24.9,7.61428571429,29.4,19.4,2.5,17
11,-0.0411,-0.0436,0.1725333,0.1717714,77.7842857143,15.0642857143,26.9285714286,8.47142857143,33.3,21.1,0.5,11
12,0.03225,0.10315,0.1850143,0.2041857,76.8485714286,14.6485714286,26.1428571429,7.52857142857,31.1,20.6,12.8,8
13,0.1194,0.08853333,0.1404714,0.1174286,80.7957142857,15.2,26.8857142857,7.62857142857,32.8,22.2,4.1,8
14,,0.0423,0.1903667,0.2082143,78.5642857143,15.1628571429,27.2,7.71428571429,32.8,21.1,4.6,6
15,-0.0158,0.01885,0.068,0.0834,78.9614285714,15.5,27.0714285714,7.78571428571,33.3,22.2,11.7,6
16,0.0828,0.0788,0.1334571,0.1317,81.2714285714,15.4885714286,25.8714285714,7.44285714286,31.1,21.7,8.4,7
17,,0.09256667,0.1315167,0.1252286,81.6557142857,16.5971428571,27.4857142857,8.38571428571,32.8,22.2,28.3,12
18,0.07965,0.06415,0.1547429,0.1291571,84.0814285714,16.6585714286,26.9428571429,6.27142857143,32.2,22.2,114.3,17
19,0.07305,0.052,0.1074857,0.1070286,84.5214285714,16.2671428571,26.4714285714,6.0,31.1,22.8,18.3,10
20,0.1769,0.0901,0.1792,0.1866833,82.4357142857,16.8571428571,28.2285714286,7.22857142857,33.9,23.3,4.6,10
21,0.01645,0.10485,0.05147143,0.0644,85.3985714286,18.1857142857,28.9428571429,7.22857142857,33.9,23.3,32.1,18
22,0.00305,0.0506,0.1981857,0.1761,86.9,17.9514285714,27.6428571429,5.88571428571,31.1,22.8,58.3,19
23,0.1206,,0.1537714,0.1484857,80.6157142857,18.4914285714,29.9,7.38571428571,34.4,25.0,1.3,12
24,,0.0785,0.2209429,0.2193714,81.4928571429,17.13,27.7285714286,6.78571428571,32.2,23.3,57.9,22
25,0.0374,0.1399667,0.1681714,0.1343571,82.6085714286,17.7128571429,27.3428571429,6.97142857143,33.3,22.2,60.4,12
26,0.1237667,0.1522,0.2154143,0.2187714,82.8328571429,17.9228571429,28.8428571429,5.87142857143,32.8,25.0,7.2,21
27,0.0689,0.09593333,0.1463429,0.1590429,81.1485714286,17.4071428571,28.2428571429,6.84285714286,32.8,24.4,21.0,18
28,0.0375,0.09203333,0.1833571,0.2203714,81.2157142857,17.46,27.8857142857,6.52857142857,32.2,22.2,92.2,16
29,0.1204,0.1826,0.1665857,0.1923714,79.15,17.3171428571,28.5,7.25714285714,33.3,24.4,13.0,16
30,0.08285,0.10608,0.12255,0.1236,85.5514285714,18.0342857143,27.9428571429,6.0,32.2,22.2,71.4,22
31,,0.1488,0.2467667,0.2581143,82.8828571429,18.3271428571,29.0285714286,6.58571428571,32.8,24.4,0.8,17
32,0.1016,0.1401,0.2187,0.1692571,81.0128571429,17.9885714286,29.0285714286,6.25714285714,32.8,25.0,18.1,25
33,0.0969,0.04966667,0.1970714,0.1632857,83.0757142857,17.9528571429,29.4142857143,6.42857142857,33.9,24.4,12.7,23
34,0.10885,0.24925,0.2105714,0.2159143,81.7271428571,17.9171428571,28.9714285714,7.61428571429,33.3,24.4,17.1,12
35,0.0979,0.1581,0.1638571,0.1509143,79.6285714286,17.5271428571,28.6571428571,7.32857142857,32.8,24.4,28.8,25
36,0.1121,0.0688,0.0596,0.05133333,80.6842857143,17.5614285714,28.4285714286,7.88571428571,32.8,23.3,43.4,28
37,0.1199,0.0971,0.2044429,0.1865857,81.7942857143,17.7042857143,28.6,7.37142857143,32.8,23.9,23.1,27
38,0.0054,0.063525,0.1392833,0.1168857,80.9014285714,17.9528571429,28.1571428571,6.92857142857,32.8,23.3,8.7,18
39,0.034,0.0517,0.0726,0.09423333,82.61,18.12,28.2857142857,6.98571428571,32.8,23.9,26.7,23
40,0.1213,0.0705,0.1886286,0.1652714,83.8414285714,18.1042857143,28.0142857143,7.5,33.3,23.3,16.8,23
41,0.1317,0.0645,0.20515,0.1731857,81.1028571429,17.86,28.4,6.98571428571,32.2,24.4,27.0,29
42,0.0129,,0.1347,0.1496857,78.8071428571,17.5928571429,28.2,7.7,33.3,23.9,6.4,38
43,0.117,0.1143,0.2702,0.1092667,80.3985714286,17.5557142857,28.0714285714,7.14285714286,32.8,23.9,25.4,36
44,,0.1406667,0.1776167,0.1569,79.5042857143,17.4414285714,27.9,7.24285714286,32.8,23.3,4.1,43
45,-0.1589,0.0493,0.08248333,0.1696,79.0371428571,16.6628571429,27.6428571429,7.72857142857,32.8,23.3,6.7,46
46,0.17315,0.013825,0.17535,0.1117429,80.3771428571,16.58,27.1714285714,6.77142857143,31.7,22.8,48.8,31
47,0.1071,0.1818,0.2600571,0.2705857,82.1542857143,16.6614285714,26.8857142857,6.6,31.7,22.2,46.4,25
48,0.3572667,-0.0095,0.12734,0.08941429,80.4657142857,16.4014285714,26.7857142857,8.34285714286,33.3,21.1,5.5,40
49,,,0.1632333,0.08283333,80.3028571429,15.9328571429,26.5285714286,7.08571428571,30.6,21.1,20.8,31
50,-0.2902,-0.06766667,0.1682857,0.08,76.8542857143,15.5714285714,26.2285714286,7.85714285714,31.1,21.1,7.7,38
51,-0.0237,-0.02115,0.1181143,0.07024286,78.8285714286,15.65,26.0428571429,6.82857142857,31.7,21.7,37.6,30
52,,,,,78.0185714286,15.78,26.9714285714,8.2,32.8,21.7,0.3,22
1,-0.1209,0.0193,0.09498571,0.1785143,75.7428571429,14.9514285714,25.5,6.74285714286,29.4,21.1,41.0,31
2,0.1435,0.0974,0.25425,0.21445,79.15,15.0971428571,25.4571428571,7.27142857143,29.4,21.1,13.4,26
3,0.0741,0.1664333,0.151,0.1407143,75.9842857143,14.7757142857,25.0857142857,7.42857142857,30.0,20.0,26.6,35
4,0.0912,-0.1162667,0.1635571,0.1985143,78.3814285714,14.9385714286,25.3285714286,7.04285714286,29.4,20.6,9.7,36
5,0.2588,0.2112,0.2200571,0.2156,76.8257142857,14.6342857143,25.7857142857,7.1,30.0,20.6,3.6,39
6,0.0882,0.117,0.0768,0.069175,75.31,14.2885714286,25.2571428571,7.52857142857,29.4,21.1,9.1,25
7,0.3633,0.24185,0.2473857,0.2834143,72.8857142857,14.02,25.7,7.15714285714,30.6,21.1,9.7,31
8,,0.09243333,0.1377571,0.07407143,74.7885714286,14.1571428571,25.7428571429,8.57142857143,30.6,20.6,7.9,37
9,,0.1446,0.17415,0.1530833,77.9157142857,14.5585714286,25.3142857143,8.54285714286,30.6,20.6,16.2,33
10,0.1125,0.1038,0.08821429,0.1224143,81.5185714286,15.2585714286,25.8857142857,7.05714285714,31.1,21.7,15.8,25
11,0.1468,-0.04815,0.1946833,0.14055,75.4357142857,14.3342857143,25.8428571429,7.95714285714,31.1,21.1,16.8,24
12,0.0412,0.1005833,0.1528167,0.1368429,74.6471428571,14.6171428571,26.7285714286,9.91428571429,32.8,20.6,0.0,18
13,0.0978,0.15975,0.1270429,0.1195286,75.0828571429,14.9457142857,26.7,8.34285714286,33.3,21.1,1.0,23
14,0.108,0.05093333,0.1369286,0.1190286,73.9514285714,14.5471428571,26.4285714286,7.77142857143,31.1,21.7,2.3,13
15,0.16435,0.13325,0.1874286,0.1552429,79.5171428571,15.1471428571,25.9714285714,6.71428571429,30.0,21.1,16.7,18
16,,,0.1528286,0.1754571,75.2471428571,14.2942857143,25.9714285714,6.4,30.0,22.2,28.7,14
17,0.0805,0.0251,0.09804286,0.09371667,74.5157142857,14.8814285714,26.6714285714,7.78571428571,31.7,22.2,13.2,17
18,0.0652,0.08175,0.1644143,0.1321429,80.3528571429,16.6214285714,27.7571428571,7.7,33.3,22.8,10.5,22
19,0.1111,0.0974,0.1165143,0.1063143,80.4628571429,16.28,27.4142857143,6.45714285714,31.7,23.9,3.3,13
20,0.0742,0.0177,0.1722429,0.1608286,83.1357142857,16.7671428571,27.7142857143,8.1,33.3,22.8,29.3,24
21,0.1178,0.10975,0.2084714,0.2084857,79.5028571429,17.4871428571,29.1,7.07142857143,33.9,24.4,6.9,31
22,0.1097,0.1407,0.2008429,0.1616143,77.6642857143,16.7128571429,28.5714285714,7.31428571429,33.3,23.3,1.6,34
23,0.08005,0.06905,0.06161429,0.05854286,80.3828571429,17.0157142857,28.2285714286,7.62857142857,32.8,23.3,67.3,31
24,-0.0286,,0.1592833,0.2158429,78.2928571429,16.8314285714,28.3285714286,6.77142857143,32.8,24.4,5.4,31
25,-0.0323,0.04215,0.1387429,0.1391143,78.7042857143,16.8371428571,28.0714285714,6.6,32.8,23.9,23.4,38
26,0.1252667,0.11765,0.1234167,0.1551857,79.0271428571,17.2285714286,28.4,6.75714285714,32.8,23.9,10.2,49
